CINZ499	שן בתוך מסטיק
CIGT500	זו שן זהב בתוך מסטיק.
CINZ501	חותך לחמניות
CIGT502	זה חותך לחמניות עגול.
CIGT503	חותך הלחמניות לא יעזור כאן.
CIGT504	עם מה כדאי לי להשתמש בחותך הלחמניות?
CINZ505	תבנית עוגה
CIGT506	זאת תבנית עוגה כבדה.
CIGT507	זאת תבנית עוגה.
CIGT508	זאת תבנית עוגה כבדה מלאה בקצף גילוח.
CIGT509	זאת תבנית עוגה מלאה בקצף גילוח.
CIGT510	תבנית העוגה הזאת לא תועיל כאן בכלום.
CIGT511	אין שום דבר בתבנית העוגה הזאת.
CIGT512	מה אוכל לעשות עם תבנית עוגה כבדה?
CIGT513	חשבתי שעברנו את שלב בדיחות הקרש האלו.
CIGT514	זה בהחלט מרגיש כמו עוגה.
CIGT515	עכשיו יש לי תבנית עוגה כבדה מלאה בקרם גילוח.
CINN516	עוגה מזויפת כבדה
CIGT517	יש לי תבנית עוגה מלאה בקרם גילוח.
CINN518	עוגה מזויפת
CIGT519	היא כבר מלאה בקרם גילוח.
CIGT520	עכשיו זאת תבנית עוגה כבדה.
CINN521	תבנית עוגה כבדה
CIGT522	עכשיו זאת תבנית עוגה כבדה מלאה בקרם גילוח.
CINN523	עוגה מזויפת כבדה
CINZ524	לקוח שקט
CIGT525	הוא מאוד מאופק יחסית לפיראט.
CIGT526	כל הסצינה הנבזית הזו הולכת להוביל לתביעה.
CIGT527	הוא מת! אני לא רוצה לגעת בו.
CINZ528	לקוח מאוד שקט
CIGT529	אני חושב שהוא סבל מספיק.
CIGT530	הוא כבר נראה מפורק למדי.
CINZ531	סכין לחם משונן
CIGT532	זה סכין חד מאוד.
CIGT533	הסכין המשונן לא יעבוד כאן.
CIGT534	בואנה, הדבר הזה חד.
CINZ535	תמונה מחרידה
CIGT536	תרנגול שטני, אני נוזף בך!
CINZ537	תפריט דליי-תרנגולים
CIGT538	הוא נראה ראוי לאכילה, אבל באופן סמלי בלבד.
CINZ539	תפריט משקאות
CIGT540	אני לא רוצה לנגוס בזה.
CINZ541	תפריט קינוחים
CINZ542	תפריט ארוחות יוקרה
CIGT543	ארוחה עסקית: שתי שוקיים וסלט גדול.
CIGT544	נראה כמו עסקה טובה למי שאוהב סלט.
CINZ545	ספר הזמנות
CIGT546	זה ספר ההזמנות של המסעדה.
CIGT547	הוא נראה כבד מדי בשביל להסתובב איתו.
CINZ548	דוכן
CIGT549	זה הדוכן של רב המלצרים.
CIGT550	זה לא מיועד לנאומים.
CINZ551	ספינה בבקבוק
CIGT552	הלוואי שהיתה זו ספינה אמיתית שיכולתי להפליג בה לאי הדמים.
CIGT553	אני לא יכול להגיע כל כך גבוה.
CIGT554	אני לא יכול לדבר עם ספינה בבקבוק.
CINZ555	ספינה בבקבוק
CINZ556	מחצלת
CIGT557	'יואה'
CINZ558	כפתור
CIGT559	אני לא רוצה שאנשים ישאלו אותי כל הזמן על גרים פנדנגו.
CDSO301	מה כל כך מיוחד באוצר קריאדיר?
CDSO302	אבל איך קריאדיר יגרום לאילנה לאהוב אותך?
CDSO303	אבל אם תהרוג את אילנה, היא לא תשנא אותך אף יותר?
CDSO304	כל פארק השעשועים הזה...למה?
CDSO305	איך מצאת את קריאדיר?
CDSO306	בסדר. ספר לי איך מצאת את קריאדיר.
CDSO307	אני עדיין מבולבל לגבי הקרנבל...
CDSO308	מה קרה לקפטן מארלי וצוותו?
CDSO309	יש לי עוד שאלה בקשר לקפטן מארלי וצוותו?
CDSO310	מהו סודו של אי הקופים?
CDSO311	אנא אל תהרוג אותי.
CDSO312	מבקש ממך יפה אל תהרוג אותי.
CDSO313	אילנה לעולם לא תתחתן איתך! היא אוהבת אותי!
CDSO314	בכל מקרה, אילנה באמת אוהבת אותי.
CDSO315	היא כן אוהבת אותי!
CDSO316	היא כן. כפול נצח.
CDSO317	שמעתי מספיק מסיפורי הרוע שלך! בוא נסיים עם זה!
CDLC318	איפה הייתי...
CDLC319	אה, כן!
CDLC320	מה?
CDLC321	אז שאל אותי. כמתכנן ומייסד, אני יכול לענות לכל שאלותיך.
CDGT322	שמעתי די והותר על פארק השעשועים המגעיל שלך!
CDSO323	איך בנית פארק שעשועים על אי נטוש?
CDSO324	אלו אטרקציות יש לך?
CDSO325	איך יש לך חשמל לכל המתקנים?
CDSO326	מה צופן העתיד לפארקי השעשועים של קריאדיר?
CDSO327	חשבתי שאוצר קריאדיר נמצא על האי דינקי.
CDSO328	מי אמר לך שזה רעיון טוב? אתה מטורף!
CDSO329	לא רוצה לשמוע יותר!
CDLC330	אולי, כפיסדבק. אולי. אבל עשיתי את הכל למען האהבה.
CDLC331	אני מטורף עלייך, אילנה, ואני לא מתבייש להודות בזה!
CDLC332	האי דינקי הוא למעשה שונית אלמוגים, ממש בסמוך לחופי אי הקופים.
CDLC333	אבל הם מקושרים ברשת סבוכה של מנהרות מסתוריות שעוברות תחת קרקעית האוקיינוס.
CDLC334	כך שלמרות שחיפשת אוצרות על האי דינקי, כשמצאת את הקרנבל מצאת את עצמך על אי הקופים )צוחק(.
CDGT335	הסבר מאוד מסודר.
CDLC336	איי!
CDLC337	התהליך מתחיל עם צוות עיצוב מנצח.
CDLC338	סרקתי את הקאריביים, בחיפושים אחר האמנים והמהנדסים המוכשרים והמבריקים ביותר.
CDLC339	אחרי תקופה ממושכת של גיוס אינטנסיבי, איומים, )צחוק( ורציחות...
CDLC340	...היה לי צוות פעולה שעסק בכריתת ושריפת דונמים על גבי דונמים של יערות עד באיי הקופים ודינקי.
CDGT341	בטח היתה להם ממש עבודת פרך!
CDLC342	איי, בדיוק כך.
CDLC343	למרבה המזל, מאות אנשים איבדו את חייהם במלריה, חיות טרף ותאונות עבודה. )צחוק( אררר!
CDLC344	כאן בקריאדיר, אנו גאים במגוון ובאותנטיות המתקנים שלנו.
CDLC345	אנו משתמשים בתערובת קסומה של אמנות, טכנולוגיה, וחוזי עבדות שאנו אוהבים לכנות...
CDLC346	...דינמו-קופאלקטריקה.
CDLC347	עורות וחלקי גוף אחרים מציאותיים באופן מפחיד מחוברים לשלד של גלגלי שיניים, מנועים וגלגיליות.
CDLC348	כולם בנויים מתרכובת חומרים קלים להפליא.
CDGT349	מרתק.
CDLC350	זאת שאלה טובה.
CDLC351	כפי שאתה בטח יודע, הכוח של קריאדיר נגזר מהעמדה שלו כרשת שמאגדת את העולם שלנו עם ההתגלמות הטמאה של הרוע עצמו.
CDGT352	טוב, כמובן.
CDLC353	אבל, כמו כל מקור דלק, הוא לא נשאר לנצח.
CDLC354	לכן התפקיד שלנו הוא לשמר ככל האפשר את כוחו השטני ולחפש מקורות אנרגיה חלופיים.
CDSO355	סולארי?
CDSO356	רוח?
CDSO357	הידרואלקטרי?
CDSO358	דלקי מאובנים?
CDSO359	גרעיני?
CDLC360	לא, אנחנו מתחברים למשאב הטבעי הגדול ביותר שלנו...
CDLC361	קופים!
CDGT362	על דברתי!
CDLC363	המוני קופים מאומנים באכזריות מוחבאים עמוק בקרבי הפארק...
CDLC364	...קשורים למכונות עצומות של הרס ובידור משפחתי.
CDGT365	זה כל כך לא אנושי!
CDLC366	הווו, יפה ששמת לב. אלו הפרטים הקטנים שעושים את ההבדל. )צחוק(
CDGT367	זכור את מילותיי, לה צ'אק! כשאביס אותך לבסוף, אדאג לשחרר את כולם לחופשי.
CDLC368	כן, כן, כן. )צחוק(
CDLC369	העתיד בשל לעולם שלם של אפשרויות!
CDLC370	אני רואה רשת שלמה של פארקי שעשועים פרוסה בכל רחבי העולם!
CDLC371	כל אחד יהיה ייחודי וישלב את התרבויות והמנהגים של אזורו הספציפי, אבל כולם ישארו נאמנים לחזון הפארק המקורי:
CDLC372	טבח המוני, אקראי של אלפי הלקוחות שיעברו בשערינו.
CDLC373	היא לא! היא אוהבת אותי.
CDGT374	לא-א. היא אוהבת אותי.
CDLC375	היא לא.
CDLC376	היא... אררררר!
CDLC377	לעזאזל איתך ועם יכולות הויכוח השטניות שלך!
CDLC378	היא לא.
CDLC379	למה לא?
CDGT380	אם תהרוג אותי...
CDGT381	...אתה תנפץ את תקוות הילדים בכל רחבי העולם!
CDGT382	...אתה תהיה בצרה צרורה.
CDGT383	...לא יהיו עוד המשכים לאי הקופים.
CDGT384	...אתה תהרוס את המוניטין שלנו ביצירת משחקים מותאמים לכל המשפחה.
CDSO385	...אתה תנפץ את תקוות הילדים בכל רחבי העולם!
CDSO386	...אתה תהיה בצרה צרורה.
CDSO387	...לא יהיו עוד המשכים לאי הקופים.
CDSO388	...אתה תהרוס את המוניטין שלנו ביצירת משחקים מותאמים לכל המשפחה.
CDGT389	אני גיבור בעיני מליונים.
CDLC390	זה לא משנה!
CDLC391	כל מה שמשנה זה שאילנה ואני ביחד...
CDLC392	...ואתה מחוץ לתמונה לתמיד!
CDLC393	אני אחד מהמתים המהלכים!
CDLC394	עשוי לא מבשר ודם, אלא מאש וגופרית!
CDLC395	אלו עוד צרות יכולות להיות לי?
CDGT396	כן, צודק...
CDGT397	המשמעות של אין המשכים היא שלא תהיה לך יותר עבודה.
CDGT398	אתה תהפוך לעוד סתם אדם שאף אחד לא שמע עליו.
CDLC399	לי זה לא יקרה לעולם! אני לה צ'אק!
CDGT400	שמעת על השם 'בובין חוט-השני'?
CDLC401	אה, לא.
CDGT402	בדיוק.
CDGT403	אנחנו נותקף בידי קבוצות הורים מודאגים בכל מקום.
CDLC404	מה האיום הבא שלך?
CDLC405	שכמה ועדות משנה מגוחכות של הסנאט יחקרו את האלימות באמצעי הבידור?
CDLC406	ובכן, אני משקשק מפחד במגפיים! )צחוק(
CDLC407	הספינה שלהם הגיעה לאי הקופים חצי שעה אחרי שלי.
CDLC408	אבל היה זה מאוחר מדי מלעצור אותי לתבוע את השלל שלי...
CDLC409	...והם צפו בי עובר מבעד לשער של קריאדיר!
CDLC410	מוגי לב שפלים ככל שהיו, העוצמה של מה שהם ראו הממה אותם.
CDLC411	הם ברחו מהאי באימה!
CDLC412	מארלי קרע את מפת האוצר שלו לארבעה פיסות וקיבץ את אנשיו סביבו.
CDLC413	היו שם רום רוג'רס הראשון, הקצין הראשון...
CDLC414	...ראפ סקליון, הטבח...
CDLC415	...ולינדי הצעיר, נער הסיפון.
CDLC416	מארלי מסר לכל אחד חתיכה מהמפה, ושמר אחת לעצמו.
CDLC417	הם הבטיחו לחרף את נפשם בהגנה על חלקי המפה.
CDLC418	)צחוק( דאגתי שהם יקיימו את הבטחתם.
CDLC419	הם היו האנשים החיים היחידים שידעו על קריאדיר.
CDGT420	אתה מבעית ועלוב בצורה שלא תיאמן!
CDLC421	אה, תודה. )צחוק(
CDSO422	מה קרה לרום רוג'רס הראשון?
CDSO423	מה קרה לראפ סקליון, הטבח?
CDSO424	מה עלה בגורלו של לינדי הצעיר, נער הסיפון?
CDSO425	איזה גורל פקד את קפטן מארלי?
CDSO426	מספיק עם סיפורי רקע! בוא נתקדם.
CDSO427	האמת, שמעתי מספיק על מארלי וצוותו.
CDLC428	ראפ סקליון מת מהבזק אש בבקתת הנקניקיות שלו באי סקאב.
CDGT429	זה נכון! אני החזרתי אותו לחיים עם לחש וודו! אני זוכר את זה כל כך טוב...
CDLC430	ברנשצבע?
CDGT431	הוי, אני מצטער, לא הייתי איתך. מה אמרת?
CDLC432	ידעתי על נטייתו השלומיאלית של ראפ להשאיר את מבערי הגז שלו פועלים...
CDLC433	...אז ארגנתי עוגה מלאה בנרות שתישלח אליו ביום ההולדת ה-35 שלו. )צחוק(
CDLC434	יכולת לשמוע את הפיצוץ עד אי השלל.
CDGT435	זה נורא!
CDLC436	אכן 'נקניקיה מהבילה'.
CDLC437	מחשש לחייו, הוא בא אליי והתחנן על נפשו.
CDLC438	בתמורה לכך שלא גילה את מקומו של קריאדיר, נתתי לו לחיות.
CDLC439	כאות 'הכרת תודה', נתתי לו אוצר שבו הוא השתמש לבניית חברת פרסום מצליחה.
CDLC440	ברגע שהוא התרגל לחיי רווחה, חזרתי לגבות את חובי.
CDLC441	מסרתי לו חשבון כל כך שטני ובלתי מתקבל על הדעת שנידון לכשלון מראש.
CDLC442	עוקץ ודבש.
CDLC443	תוך חודש, הוא הפך לחסר כל ומטורף, אדם שבור.
CDLC444	הוא מכר את כל רכושו והפך לכל כך נואש עד שהתדרדר לקרקס נודד.
CDLC445	הוא נהרג כשנורה מתותח ללא קסדה.
CDGT446	אדם כזה נואש עוד לא היה!
CDLC447	ארבתי לו בזמן שהשתתף במירוץ גביע אמריקה.
CDLC448	עליתי על הספינה שלו והחלטתי לתת לו לקבוע את גורלו בעצמו.
CDLC449	או שיתן לי את ברכתו ויסכים לנישואיי עם נכדתו...
CDLC450	...או שיסבול מוות נורא יותר מכל אנשי צוותו.
CDGT451	נו? ומה הוא אמר?
CDLC452	למעשה, הוא אמר כמה דברים...
CDLC453	'הוי, זה כואב!'
CDLC454	'תפסיק, אתה הורג אותי!'
CDEM455	פפפפגגהההה!
CDLC456	עוד כמה דברים. שכחתי את כולם.
CDLC457	נטשתי אותו למוות ושלחתי את ספינתו לתוך מערבולת שאפילו הקברניט המיומן ביותר לא יכול היה להיחלץ ממנה.
CDEM458	גררגגבבההה!
CDLC459	הוא עשה אמבטיה בבקתה שלו ליד האי פאט...
CDLC460	...שותה רום ואוכל טוסט, כפי שנהג תמיד לעשות בעודו מתקלח...
CDLC461	...כשלפתע מצנם צנח 'באורח מסתורי' לתוך האמבטיה שלו.
CDGT462	מזעזע.
CDLC463	בנו ירש את פיסת המפה, אך היה שיכור מדי מכדי להבין את חשיבותה. )צחוק(
CDLC464	זה סיפור ארוך. אתה בטוח שאתה רוצה לשמוע אותו?
CDGT465	האם העינויים יחלו לאחר ששיחתנו תסתיים?
CDLC466	איי.
CDGT467	תמשיך הלאה, אם כך.
CDLC468	כשהייתי בחיים, אילנה תיעבה אותי.
CDGT469	לא!
CDLC470	לא, לא. זה אמיתי. עכשיו אני קולט את זה. היא לא חיבבה אותי בכלל.
CDLC471	אבל אני הייתי נחוש להוכיח שאני ראוי לה, אתה מבין?
CDLC472	אז הפלגתי לחפש את הסוד האגדי של אי הקופים!
CDSO473	הייתי שם. עשיתי את זה.
CDSO474	מהו הסוד של אי הקופים?
CDSO475	האמת, נראה לי שאני מעדיף עינויים מלשמוע את הסיפור הזה.
CDLC476	ובכן, אני עשיתי את זה קודם חתיכת רכיכה מרושעת!
CDLC477	אתה תתחרט על זה, כפיסדבק!
CDLC478	הסוד של אי הקופים?
CDLC479	אני יכול להגיד לך, אבל אני מעדיף שתנחש.
CDSO480	ש'רוזבאד' היא מזחלת?
CDSO481	שהחברה של הבחור היא למעשה גבר?
CDSO482	שהם ירו בכלב בסוף?
CDSO483	שזה עשוי מאנשים?
CDSO484	שהבחורה היא הבת שלה וגם אחותה?
CDSO485	שהמשך לעולם לא יהיה מוצלח כמו המקור?
CDLC486	זה לא סוד. כולם יודעים את זה.
CDLC487	עכשיו אתה סתם עושה מעצמך צחוק.
CDLC488	הוי, למה היית צריך להזכיר לי את זה?
CDLC489	)אנפוף( אתה יודע מה הסיפור הזה עושה לי.
CDLC490	אין לי מושג על מה אתה מדבר.
CDLC491	על מה אתה מדבר?
CDLC492	שקרים! שקרים מלוכלכים, מטונפים!
CDLC493	לא, זה הרבה יותר עמוק מזה.
CDLC494	זה סוד עתיק, שנשמר בקנאות על ידי הילידים והפיראטים שבמקרה...
CDGT495	אתה אפילו לא מכיר את הסוד של אי הקופים, נכון?
CDLC496	לא...לא ממש.
CDGT497	בסדר, אם כך.
CDGT498	בוא נמשיך בסיפור שלך.
CDLC499	מספר ימים לאחר ההפלגה, ספינתי נקלעה לטייפון נוראי ונקרעה לגזרים!
CDLC500	הייתי טובע, לולא כמה כרישים ידידותיים שמצאו אותי והביאו אותי לחופי אי הדמים.
CDLC501	שם ננטשתי, ללא תקווה לזכות בליבה של אילנה!
CDLC502	הייתי בטוח שמזלי בגד בי, עד שיום אחד ספינה עגנה בנמל אי הדמים.
CDLC503	היתה זו ספינתו של אחד בשם קפטן מארלי, סבה של אילנה!
CDLC504	פצחתי בשיחה עם רום רוג'רס הראשון, הקצין הראשון של הספינה.
CDLC505	ותמורת כמה משקאות, למדתי שיש להם מפה לאוצר האגדי של קריאדיר.
CDLC506	למרות שלא היו לי לא ספינה ולא כסף...
CDGT507	חכה רגע.
CDSO508	זה הולך להימשך עוד הרבה זמן?
CDSO509	אני יכול לשבת? נרדמו לי שתי הרגליים.
CDSO510	אתה יודע, אתה יכול לעשות מליונים בתור מרדים מוצלח.
CDSO511	אני מצטער. אמרת משהו?
CDLC512	ל מ ר ו ת  ש ל א  ה י ו  ל י  ל א  ס פ י נ ה  ו ל א  כ ס ף . . .
CDLC513	...תכננתי להקדים את צוותו של מארלי במסע אל האוצר ולקחת אותו לעצמי.
CDLC514	לא היה לי מספיק כסף כדי לקנות ספינה חדשה, אבל עדיין היה לי הנכס הגדול ביותר שלי...
CDSO515	היכולת להרוג חרקים בהבל פיך בלבד?
CDSO516	הדמיון שלך לצלופח?
CDSO517	שהנוכחות שלך גורמת לאנשים טיפשים להיראות חכמים יותר?
CDSO518	החסינות שלך לסבון?
CDLC519	...א ב ל  ה נ כ ס  ה ג ד ו ל  ב י ו ת ר  ש ל י  ע ו ד  נ ש א ר...
CDLC520	...הקסם הבלתי מוגדר של לה צ'אק.
CDLC521	אחת מהצעירות העשירות של אי הדמים היתה חסרת אונים כנגדו.
CDLC522	אחרי שבוע איתי, היא היתה יורדת עמי אל הקבר.
CDLC523	לרוע מזלה, לא היתה לה את ההזדמנות.
CDLC524	עקרתי את היהלום מטבעת הנישואין המשפחתית שלה ומכרתי אותה למבריחים רצחניים תמורת ספינה חדשה.
CDSO525	יא חלאה!
CDSO526	יא נבלה!
CDSO527	יא חוליגן!
CDSO528	יא מניאק!
CDSO529	חתיכת ראש קקי מרטיב במיטה אחד!
CDSO530	בסדר, לה צ'אק! היא היתה יפה? נישקת אותה?
CDLC531	ובכן, אני... אה...
CDGT532	נו, בחייך. אתה יכול לספר לי.
CDLC533	אני לא רוצה לדבר על זה. זה אישי.
CDLC534	וחוץ מזה... מתים לא מדברים.
CDGT535	הו! חיכיתי לרגע הזה!
CDLC536	המפפ! כבר קראו לי בשמות יותר גרועים.
CDLC537	עם הספינה החדשה שלי, התגברתי בקלות על צוותו של מארלי והגעתי לפניהם לקריאדיר, שבמקרה הסתבר שהוא כאן על אי הקופים.
CDLC538	קרנבל הקריאדיר היה הרעיון הכי גאוני שלי!
CDLC539	ברגע שהכוח של קריאדיר יעמוד לרשותי, אילנה סוף סוף תהיה שלי!
CDGT540	אני מבין. אבל שוב, למה פארק שעשועים?
CDLC541	אני בדיוק מגיע לזה.
CDLC542	ידעתי שאילנה צריכה מעט שידול, ושאני צריך צבא.
CDLC543	צבא נורא של אל-מתים!
CDGT544	בסדר, אבל למה פארק שעשועים?
CDLC545	אתה מוכן לתת לי לסיים? אני לא מדבר רק כדי לשמוע את עצמי, אתה יודע.
CDGT546	אתה צודק. ממש חצוף מצידי. בבקשה תמשיך.
CDLC547	כולם יודעים שחיי יורד ים הם ארוכים, קשים ובודדים.
CDLC548	מלחים מבלים חודשים בכמיהה לחופשה של כמה ימים, ואתה יודע מה הם מחפשים ברגע שהם יורדים בנמל! אה?
CDSO549	אה?
CDSO550	אררר...?
CDSO551	תראה...אה...?
CDSO552	כן...?
CDLC553	פארק שעשועים לכל המשפחה!
CDGT554	אה, זה. חי, חי, חי. כמובן.
CDLC555	הם באים לעשות סיבוב ברכבת ההרים העצומה... הר הקופים האדיר!
CDLC556	הם מגיעים לראש הפסגה הגבוהה ביותר, ואז כשהם מנופפים את ידיהם באוויר, וצורחים כמו קופים...
CDLC557	הם צוללים מטה במדרון אל תוך זרם עוצמתי של לבה!
CDGT558	זה לא נשמע כמו כיף.
CDLC559	איי, זה לא. למעשה, זה בכלל לא נעים.
CDLC560	אבל כשהם מגיעים לצד השני, הם לוחמים מתאימים לצבא השלדים הארור שלי!
CDLC561	איי, בהתחלה.
CDLC562	אך עד מהרה היא תבין איזו מתנה גדולה זאת חיי נצח!
CDLC563	וחוץ מזה...
CDLC564	...מאגר ההיכרויות קטן באופן מפתיע כשאתה מת חי.
CDLC565	היא פשוט צריכה לתת לי הזדמנות נוספת!
CDLC566	על אילנה לעבור דרך השערים העתיקים של קריאדיר...בדיוק כפי שאני עשיתי פעם...
CDLC567	...למטה אל האזורים התחתונים השטניים השחורים משחור.
CDLC568	כדי שתבין...קריאדיר מעניק לאלו העוברים דרכו את המתנה הגדולה מכולם -- חיי נצח!
CDGT569	אבל...מה...יהיה...המחיר?
CDLC570	מחיר? פוי!
CDLC571	נכון, אנשים עלולים למצוא אותי מעט בלתי נגיש כרגע...
CDLC572	...ולוקח קצת זמן להתרגל לריח...
CDLC573	...אבל זה שווה את הכל, עכשיו שיש לי את הכוח לגרום לאילנה לאהוב אותי!
CDGT574	זה לא כמו כל אוצר פיראטים אחר?
CDLC575	אני מבין... עדיין אינך מכיר את כוחו האיום של קריאדיר!
CDGT576	אני מניח שלא.
CDLC577	אתה תרעד מפחד כפיסדבק, כשאספר לך שקריאדיר הוא שער ארור אל שאול התחתיות!
CDGT578	סבבה.
CDLC579	אוצר קריאדיר הוא הוא שער הגיהנום בכבודו ובעצמו!
CDGT580	ייפי!
CDLC581	אבל יש עוד כל כך הרבה דברים נוראים שאני רוצה לספר לך!
CDGT582	אני לא מקשיב לך יותר.
CDGT583	רואה? אני מתעלם ממך.
CDLC584	אררר! כדאי שתקשיב!
CDSO585	אני לא מקשיב. אני לא מקשיב.
CDSO586	לה לה לה לה לה לה לה לה לה לה לה לה לה
CDSO587	אני לא שומע אותך. אני לא שומע אותך.
CDSO588	מישהו אמר משהו? אני לא שומע כלום.
KTGT301	אתה בטוח בקשר לזה?
KTLF302	הו, כן! אתה לא נראה כבד בכלל.
KTGT303	המממ.
KTLF304	הקשר הזה קשור היטב?
KTGT305	בבקשה תיזהר הפעם.
KTLF306	אין בעיה!
KTLF307	אנחנו מתחילים!
KTGT308	טוב, תן לי עוד קצת חבל.
KTLF309	אוופס!
KTLF310	הכל בשליטה!
KTLF311	הכל בשליטה!
KTGT312	טוב, זה קצת יותר מדי חבל.
KTLF313	איבדתי אותך.
KTLF314	אוופס!
KTNZ315	פני הצוק
KTGT316	יש שם מערה למטה בפני הצוק.
KTGT317	לעולם לא אצליח לטפס לשם למטה מבלי ליפול.
KTNZ318	מפעיל המנוף
KTGT319	זה לה פוט.
KTGT320	אני מאמין שהוא יוכל לעזור לי למצוא את מערת המבריחים.
KTGT321	אני לא רוצה לסחוב אותו איתי לכל מקום.
KTNZ322	ענן
KTGT323	כמה מגניב! זה נראה כמו שבלול מעופף ענק!
KTNZ324	מעלית רעועה
KTGT325	זאת מעלית מופעלת-ידנית.
KTGT326	אני לא יכול להשתמש בה לבדי. מישהו צריך להוריד אותי בה.
CKGT301	...אחת...
CKGT302	...שתיים...
CKGT303	...שלוש...
CKGT304	...ארבע...
CKGT305	...חמש...
CKGT306	...שש...
CKGT307	...שבע...
CKGT308	...שמונה...
CKGT309	...תשע...
CKGT310	...עשר...
CKGT311	...אחת עשרה...
CKGT312	...שתים עשרה...
CKGT313	...שלוש עשרה...
CKGT314	...ארבע עשרה...
CKGT315	...חמש עשרה...
CKGT316	...שש עשרה...
CKGT317	...שבע עשרה...
CKGT318	...שמונה עשרה...
CKGT319	...תשע עשרה...
CKGT320	...עשרים...
CKGT321	...שלושים...
CKGT322	...ארבעים...
CKGT323	...חמישים...
CKGT324	בוקר טוב.
CKGT325	ערב טוב.
CKGT326	בהישמע הצליל, השעה בקאריביים תהיה...
CKGT327	...הו...
CKGT328	...
CKGT329	...ו...
CKGT330	...בדיוק.
CKGT331	...שניות...
CKGT332	ביפ!
CTGT301	זה אוסף תמונות ישנות של משפחת ואן סלט.
CTGT302	ואני עוד חשבתי שמרקטוב הם חבורה של מכוערים!
CTNZ303	דלת
CTGT304	זה מוביל בחזרה למסדרון.
CTGT305	למה שארצה לתלות תמונה בתוך ארון?
CTNZ306	מסמר
CTGT307	זה מסמר גדול.
CTGT308	אני לא יכול למשוך את זה.
CTNZ309	צוהר
CTGT310	אני יכול לראות את המסדרון.
CTGT311	התמונה הזאת מכסה את הצוהר.
CTGT312	זה כבר פתוח.
CTGT313	יהיה קל יותר לחתוך את זה מבחוץ.
CTGT314	אני לא רוצה להרוס את הזכוכית.
CTNZ315	פרצוף
CTGT316	זה הפרצוף שחתכתי מהתמונה של מרקטוב.
CTGT317	אני לא יכול להשתמש בדיוקן הפנים עם זה.
CTGT318	קנבסי.
CTNZ319	תמונות ישנות
CTGT320	אין לי שום צורך בתמונות של משפחת ואן סלט.
CAGT301	הגיר לא נראה כזה טעים.
CAGT302	הם פשוט מסומנים עם גיר על הדשא.
CAGT303	אלו סימוני המרחק של הטלת הקורה.
CAGT304	הם גדולים מדי מכדי להיות קיסמי שיניים.
CAGT305	לא אוכל אפילו לקוות להזיז את זה.
CAGT306	אני לא חושב שזה יתאים למכנסיים שלי.
CAVH307	זה אל פויו דיאבלו!
CAVH308	תהרוג אותו!
CAGT309	הו הו!
CAVH310	אתה ממש טוב, בחור!
CAVH311	בוא נראה אותך עוקב אחרי זה!
CAGT312	הוא טוב.
CAGT313	לעולם לא אנצח אותו.
CAGT314	אני בוחר באקדח הזה.
CAVH315	מאחר והיתה לך החוצפה לקרוא עלי תיגר...
CAVH316	אני יורה ראשון.
CAGT317	אם אנצח אותך, האם תצטרף לצוות שלי?
CAVH318	הסיכויים שתנצח אותי כל כך קלושים, שאני אקח את הסיכון הזה.
CAPN319	האקדח נורה מידו של ברנשצבע
CAVH320	חה חה! שוב הוכחתי לך שאני אלוף העולם בדו קרב!
CAVH321	ניצחתי שוב!
CAVH322	אני רק אפנה את הדברים האלה.
CAVH323	בחר את הנשק שלך.
CAVH324	אני אתחיל.
CAPN325	בלאם!
CAVH326	מה!
CAVH327	ירית בבנג'ו שלי!
CAGT328	אתה לא יכול להיות בטוח בזה.
CAGT329	ייתכן שהירייה הזאת הגיעה מתלולית הדשא.
CAVH330	מכל התעלולים השפלים!
CAVH331	עוד לא שמעתי על משהו כזה שפל.
CAVH332	לחלוטין הערכתי אותך לא נכון!
CAVH333	אתה פיראט אחרי הכול!
CAVH334	אהיה גאה להצטרף לצוות שלך!
CAGT335	נפלא!
CAVH336	אני רק אארוז את החפצים האלו ואהיה מוכן.
CAVH337	ותחזיר לי את האקדח שלי.
CAPN338	ברנשצבע משליך כל כך פתטי!
CAHM339	לעולם לא אלך אחרי קברניט כזה חלש!
CAHM340	אתה צריך להשליך יותר רחוק, אם אתה רוצה שאצטרף לצוות שלך!
CAPN341	כאן ברנשצבע מרים בקושי את קורת הגומי.
CAPN342	הוא מפיל אותה והקורה מקפצת מעבר לזו של מקמטון.
CAGT343	היי, ניצחתי!
CAHM344	בשם השיער הנפוח המפותל של דוד מקמנוס הגדול!
CAHM345	מימיי לא ראיתי כזה כוח!
CAHM346	כמובן שאצטרף לצוות שלך! אני אחכה במספרה עד שתהיה מוכן לתזוזה.
CAGT347	יש שם ערימת בולי עץ מסקרנת...
CAGT348	הם נראים כאילו הם נחטבו מגזעי עצי דקל.
CAGT349	אני תוהה אם יש להם קשר לקווים האלו שמצוירים בגיר על הקרקע.
CAGT350	אלו בולי עץ...
CAGT351	הם עשויים מעצי דקל.
CAGT352	הם נראים מאוד קשים להטלה.
CAGT353	אני לא מתחרה בהנפת קורה כרגע.
CAGT354	ב'מת!
CAVH355	היי!
CAVH356	זה אחד מהאקדחים החביבים עלי.
CAVH357	תחזיר לי אותו!
CAGT358	אני צריך רק פקק אחד.
CAGT359	לא נשאר הרבה מהעץ.
CAGT360	הי!
CAGT361	יו-הו!
